id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34501590,ULTRA LARGE DECK ✹ BRAND NEW ✹ SKYLINE VIEWS,101426897,Host Extraordinaires,,District 21,36.15488,-86.81803,Entire home/apt,999,2,15,2019-11-04,2.73,122,206
34505449,Cozy BOHO Cottage 6 MIN From DWNTWN (Upstairs),19629880,Mike & Lailah,,District 5,36.19389,-86.75225,Entire home/apt,117,2,27,2019-11-16,4.20,5,52
34506273,2 Modern Townhomes in Midtown,190650678,Bailey,,District 21,36.16023,-86.8025,Entire home/apt,479,2,0,,,39,350
34506545,Nashville Studio | Walk to Hattie B's & bars!,260438466,Sherry & Madelyn,,District 17,36.12757,-86.77749,Entire home/apt,107,1,17,2019-11-17,5.73,1,326
34506656,NEW DREAMY TOWNHOME ★ SLEEPS 12 ★ MINS TO DOWNTOWN,34316903,Derek & Lacey,,District 17,36.13365,-86.76629,Entire home/apt,265,2,9,2019-11-11,1.50,8,351
34507143,Walk to Broadway 2 King Suites Downtown Nashville,81547589,Laura,,District 19,36.15557,-86.77378,Entire home/apt,299,1,36,2019-11-12,6.55,1,192
34507536,Cozy BOHO Cottage 6 MIN From DWNTWN (Entire Place),19629880,Mike & Lailah,,District 5,36.19245,-86.75065,Entire home/apt,269,2,13,2019-11-10,2.47,5,225
34509403,Johnny & June's Dualing Houses! Sleeps 20!,253680904,Amanda,,District 17,36.14819,-86.76702,Entire home/apt,374,1,1,2019-08-04,0.28,22,34
34512633,Modern Couple-Friendly Home Minutes from Downtown!,41431328,Max + Ariel,,District 5,36.20364,-86.76628,Private room,48,1,1,2019-11-16,1,1,114
34513576,Country Loft Above Gentleman's Barn 15 Miles From Nashville,221702926,Lori,,District 1,36.34891,-86.87702,Entire home/apt,180,2,16,2019-10-27,2.57,1,358
34525790,"Nashville Downtown 2 BR, 30 Day+, Free Parking B",157362828,Ron & Susan,,District 19,36.16058,-86.80017,Entire home/apt,79,30,0,,,8,261
34533327,CHIC NATIONS 1 BD - MINS TO DOWNTOWN!,20772148,GoodNight,,District 20,36.16642,-86.85869,Entire home/apt,999,2,0,,,20,356
34535579,Cozy BOHO Cottage 6 MIN From DWNTWN (Upstairs 1/1),19629880,Mike & Lailah,,District 5,36.19186,-86.75028,Entire home/apt,69,1,25,2019-10-25,3.91,5,1
34538314,Nature-infused Private Room in East/near downtown,65804206,Shelby,,District 5,36.20408,-86.74504,Private room,55,1,23,2019-11-13,4.13,2,134
34544989,Peaceful East Nashville Ranch 6 Mi. From Downtown,260688542,Shane,,District 7,36.19852,-86.71039,Entire home/apt,500,2,17,2019-11-10,3.09,1,0
34545654,Hip Apartment in the Heart of Downtown,244362073,John,,District 19,36.156,-86.7745,Entire home/apt,199,1,24,2019-11-18,3.79,3,38
34546048,Brand New Guest Suite - Opened in June 2019,62608786,Matt,,District 16,36.10144,-86.73789,Entire home/apt,95,1,14,2019-11-10,3.07,1,334
34546450,12 South Home With Modern WOW Factor Near Downtown,39390798,Kit,,District 17,36.13558,-86.78642,Entire home/apt,1200,2,2,2019-10-20,1.30,1,84
34565888,Hank's Hideaway,208487379,Tinsley,,District 7,36.20341,-86.73859,Entire home/apt,150,1,5,2019-07-21,0.91,10,237
34573506,3 BR/3.5 BATH in Hip East Nashville/near downtown!,65804206,Shelby,,District 5,36.20386,-86.74325,Entire home/apt,267,2,17,2019-10-27,3.21,2,134
34575449,Luxury Bachelorette  fiesta - 2 Rooftops 20 guests,12153920,Shachar,,District 5,36.19649,-86.7709,Entire home/apt,399,1,3,2019-11-10,0.72,5,314
34576589,The Nashville Bachelorette Crib * Up to 20 People*,115173292,Itay,,District 5,36.19554,-86.77025,Entire home/apt,399,2,14,2019-11-10,2.64,5,318
34593635,Charming modern ranch house,237463924,Chris,,District 1,36.21406,-86.84985,Entire home/apt,80,1,8,2019-11-17,1.39,1,58
34598554,Beautiful Cozy home in Music City,76266709,Hu,,District 4,36.01675,-86.70977,Private room,36,30,1,2019-06-24,0.20,2,354
34601739,Amazing spacious Nashville Br with office,104466275,Dontae,,District 9,36.28066,-86.69815,Private room,180,2,1,2019-09-02,0.37,1,89
34601865,Sunny Brand-New Condo in the Heart of Nashville!,106505883,TurnKey Vacation Rentals,,District 21,36.1592,-86.81434,Entire home/apt,80,2,1,2019-11-17,1,84,336
34602410,"Germantown Sanctuary, Walk to Dining, Shops & Downtown",106505883,TurnKey Vacation Rentals,,District 19,36.17773,-86.78874,Entire home/apt,323,2,1,2019-08-04,0.28,84,361
34605707,Cozy Duplex on Bransford,261086125,Ren,,District 17,36.13187,-86.76675,Entire home/apt,66,3,15,2019-10-20,3.49,1,0
34617369,Nice & Cozy,50692717,Jenica,,District 2,36.21637,-86.78936,Entire home/apt,176,2,14,2019-11-17,3.65,1,232
34619290,DOWNTOWN GULCH ULTRA VIEWS LUXURY 15 BEDS,115505661,Chris,,District 17,36.14498,-86.782,Entire home/apt,334,2,27,2019-11-03,4.24,24,268
34620028,Nashville All Day and Rest Easy All Night!,256461680,Karla,,District 19,36.15179,-86.72286,Entire home/apt,59,1,13,2019-11-17,2.12,18,346
34623736,Cozy & comfortable for your Nashville stay!,256461680,Karla,,District 19,36.1511,-86.72375,Entire home/apt,54,1,5,2019-11-10,0.85,18,346
34626613,2 King Beds Private Suites w/Pool walk to BROADWAY,258051827,Ron And Lisa,,District 19,36.15511,-86.77639,Entire home/apt,350,2,36,2019-11-17,6.79,1,165
34641121,4-Story TH with Rooftop min to Downtown Nashville,115173292,Itay,,District 5,36.19689,-86.77151,Entire home/apt,189,1,9,2019-11-04,1.46,5,318
34642330,"""Watch the City Light"" min to Downtown & Broadway",115173292,Itay,,District 5,36.19651,-86.77221,Entire home/apt,189,1,8,2019-09-02,1.29,5,326
34643845,★NEW HOME IN DOWNTOWN NASHVILLE W/ROOFTOP DECK!!!★,230712143,Patrick,,District 17,36.14292,-86.76979,Entire home/apt,413,2,14,2019-10-27,2.78,7,7
34644718,Relax in music city oasis 3BR / Rooftop,12153920,Shachar,,District 5,36.19508,-86.77062,Entire home/apt,189,1,17,2019-11-03,2.85,5,326
34645598,Charming & Spacious NEW Modern Townhouse w rooftop,12153920,Shachar,,District 5,36.19664,-86.77038,Entire home/apt,189,1,16,2019-11-03,2.68,5,317
34646546,☆ Entire Belle Meade Home ☆ Luxury Oasis ☆ 7 Beds,176784151,Gina,,District 23,36.09051,-86.89219,Entire home/apt,1289,2,11,2019-11-03,2.54,1,337
34650628,Close to the airport and Opryland,261412327,Pax,,District 15,36.15,-86.694,Private room,50,3,8,2019-11-18,1.29,2,336
34651381,"Close to BNA airport, Opryland and downtown.",261412327,Pax,,District 15,36.14944,-86.69494,Private room,35,3,19,2019-11-10,3.02,2,336
34651569,The Russell (1:7) Superhost! 5 Star Rating,115218273,Anchor Rentals,,District 6,36.17323,-86.75687,Hotel room,185,1,8,2019-07-27,1.52,26,358
34668987,The Russell (1:5). Superhost. Heart of East Nash!,115218273,Anchor Rentals,,District 6,36.17487,-86.75737,Hotel room,180,1,3,2019-07-13,0.55,26,353
34669210,Downtown Sporting Club Queen Room on BROADWAY,261536842,Downtown Sporting Club,,District 19,36.16008,-86.7781,Hotel room,249,1,9,2019-11-15,2.84,9,162
34672433,Home Away From Home♫Goodlettsville ♫Nashville,261556221,Terri,,District 10,36.30015,-86.72545,Entire home/apt,91,1,34,2019-10-20,5.86,1,0
34673296,Downtown Sporting Club Bunk Room on LOWER BROADWAY,261536842,Downtown Sporting Club,,District 19,36.16011,-86.77786,Hotel room,289,1,12,2019-11-12,2.93,9,125
34674330,The NASH★3Bedroom Suites★5Mins2Downtown,31549142,Brandon,,District 5,36.20511,-86.74412,Entire home/apt,89,1,26,2019-11-18,4.41,32,185
34674402,Luxury Apartment steps away from Broadway,100695204,Mallory,,District 19,36.15485,-86.77448,Entire home/apt,199,1,15,2019-11-18,3.13,1,63
34677551,Rockabilly Suite Minutes to the Opry & Downtown!,256461680,Karla,,District 19,36.15012,-86.72444,Entire home/apt,54,1,2,2019-08-31,0.33,18,255
34678709,Cozy East Nashville Studio Long Term Rental!,256461680,Karla,,District 5,36.19404,-86.76662,Entire home/apt,149,30,0,,,18,322
34679369,Willie & Carrie Headliner Combo,190650678,Bailey,,District 21,36.14646,-86.82087,Entire home/apt,389,2,0,,,39,353
34679541,Trendy 3 BDRM New Home- Rooftop Views of Downton!,50670854,Lauren,,District 5,36.1911,-86.76165,Entire home/apt,405,1,6,2019-11-10,2.05,3,19
34681984,Trendy Town Home #A,206929251,DeRon,,District 21,36.16398,-86.80497,Entire home/apt,250,1,18,2019-10-14,3.02,4,74
34683070,Trendy Town Home #B,206929251,DeRon,,District 19,36.16486,-86.80464,Entire home/apt,350,1,20,2019-11-10,3.37,4,64
34683090,Luxury 2 Master BR's Blocks to Broadway w/ pool!,50119881,Mark,,District 19,36.15405,-86.77518,Entire home/apt,199,1,27,2019-10-29,5.00,2,79
34683165,Serene & Spacious + Airport/Downtown/Opry,189705395,Cindy,,District 13,36.13944,-86.6351,Entire home/apt,79,1,46,2019-11-10,7.75,1,257
34683316,Trendy Town Home #C,206929251,DeRon,,District 21,36.16455,-86.8063,Entire home/apt,300,1,19,2019-11-11,3.00,4,72
34684170,Beautiful city view - walk to downtown!,239117153,Elizabeth,,District 19,36.16991,-86.78896,Entire home/apt,125,2,7,2019-08-19,1.63,1,0
34685328,2 Bed Private Guest House in 12th South!,46657114,Lauren,,District 17,36.12949,-86.78475,Entire home/apt,129,1,30,2019-11-12,5.96,1,352
34688029,ROOFTOP PARADISE★1 MILE to Broadway★Sleeps 12,261668931,Ryan,,District 19,36.17083,-86.79456,Entire home/apt,299,2,27,2019-11-17,4.43,2,127
34689992,Luxury home w/ King Bed Suite > Near Downtown,211881448,Jordan & Manny,,District 20,36.13764,-86.87377,Entire home/apt,110,1,46,2019-11-13,7.54,1,90
34701126,Cozy house on a hill (10 min from downtown),61173584,Jack & Jess,,District 24,36.14919,-86.8259,Entire home/apt,150,2,9,2019-09-01,1.51,1,18
34702290,Chic & Vibrant 6 Bed Home Mins. From Downtown,59325295,Kishan,,District 2,36.19743,-86.77829,Entire home/apt,175,1,13,2019-11-12,2.36,2,273
34710250,⭐️360° Rooftop View⭐️Keyless⭐️Parking for 4⭐️W/D,88959664,Julian,,District 8,36.21814,-86.74138,Entire home/apt,190,1,24,2019-11-10,4.36,6,135
34712352,Historic East Nashville home close to 5 Points,8794870,Frank,,District 6,36.18698,-86.74503,Entire home/apt,161,2,19,2019-11-03,3.20,4,251
34713559,!5 Simple Steps To Broadway!! Live Music And Fun!,160474948,Chad,,District 19,36.16897,-86.78424,Entire home/apt,39,1,46,2019-11-03,7.38,24,71
34713766,!!To Close To Broadway!! Live music and fun!!,160474948,Chad,,District 19,36.1674,-86.78373,Entire home/apt,39,1,44,2019-11-07,7.10,24,85
34713958,Downtown Apartment in the Heart of Music City,261832524,Amber,,District 19,36.15423,-86.77469,Entire home/apt,114,1,41,2019-11-17,6.91,2,80
34714412,12- A gathering place & modern Home in Berry Hill,69852847,Ludovit,,District 25,36.101,-86.77158,Entire home/apt,200,2,9,2019-10-27,1.96,12,349
34714587,Very Spacious and Fun House - Gulch - 12 South,261838552,Andy,,District 17,36.13599,-86.78644,Entire home/apt,315,1,24,2019-11-03,3.83,1,201
34714656,!!Nashville Southern Charm!! LIVE MUSIC and FUN!!,173990198,Niecey And Nick,,District 19,36.16889,-86.78389,Entire home/apt,39,1,38,2019-11-08,6.20,13,62
34714797,Downtown 1BR Apartment in the Heart of Music City,261832524,Amber,,District 19,36.15528,-86.77567,Entire home/apt,129,1,28,2019-11-13,7.57,2,68
34715052,!!Southern Oasis Studio!! LIVE MUSIC AND FUN!!,173990198,Niecey And Nick,,District 19,36.16799,-86.78388,Entire home/apt,39,1,39,2019-11-09,6.29,13,31
34715200,Brand new home 10 minutes south of Broadway,184150,Fatima,,District 16,36.11917,-86.73889,Entire home/apt,200,2,0,,,3,89
34715381,!!Nashvegas hidden Gem!! LIVE MUSIC AND FUN!!!,181296082,Rebecca,,District 19,36.16668,-86.78312,Entire home/apt,39,1,44,2019-11-01,7.10,5,39
34717873,Cozy Downtown Studio Apartment,15861314,Christian,,District 19,36.15434,-86.77424,Entire home/apt,200,2,8,2019-10-21,2.53,1,51
34719626,Bedroom with private bathroom near downtown,174441902,Ronald,,District 21,36.17575,-86.80648,Private room,34,30,2,2019-08-31,0.42,8,56
34721217,New Music City Townhouse,261888294,Michaela,,District 17,36.12958,-86.78097,Entire home/apt,140,2,18,2019-11-04,3.27,1,0
34741915,Charming retreat blocks off Broadway,69562152,Scot,,District 19,36.15405,-86.77652,Entire home/apt,800,1,22,2019-11-11,3.61,3,24
34743636,NEWLY furnished 1 bed oasis 5 blocks to Broadway!,69562152,Scot,,District 19,36.15575,-86.77563,Entire home/apt,500,1,44,2019-11-16,7.90,3,106
34746314,BRAND NEW ✹ SUPER ROOFTOP ✹ GULCH LIVING ✹ 7 BEDS,101426897,Host Extraordinaires,,District 19,36.15331,-86.78974,Entire home/apt,999,2,27,2019-11-03,4.35,122,279
34747227,Charming Private Nashville Suite with Fireplace,15771164,Lindsey,,District 27,36.06199,-86.72745,Entire home/apt,85,2,2,2019-06-01,0.34,1,16
34749149,City Views ONLY 2 Miles to Downtown,190105433,Dirk And Maria,,District 5,36.19612,-86.77336,Entire home/apt,299,2,19,2019-11-03,3.45,3,339
34751239,Cool East Nashville Duplex- GREAT LOCATION!,45757949,Tara,,District 7,36.20421,-86.72791,Entire home/apt,80,2,39,2019-11-18,7.05,1,96
34751676,The Perch,1819471,Samantha,,District 7,36.21426,-86.71739,Entire home/apt,100,2,17,2019-11-03,2.74,2,89
34752319,Music City Hideout,1819471,Samantha,,District 7,36.21383,-86.71603,Entire home/apt,100,2,11,2019-11-03,1.77,2,85
34753230,Cool City Heights Condo,319913,Reservations,,District 21,36.15769,-86.81405,Entire home/apt,129,2,9,2019-10-16,1.65,44,358
34755689,Private bedroom and private bathroom in urban core,174441902,Ronald,,District 21,36.17574,-86.80643,Private room,33,30,2,2019-11-04,0.55,8,75
34771375,Little Green Downtown Retreat,169284087,Johnny,,District 19,36.1525,-86.75022,Entire home/apt,99,2,24,2019-11-18,4.19,1,121
34771559,Private room with kitchen and private bathroom,111228362,Omar,,District 1,36.22121,-86.82293,Private room,105,1,66,2019-11-17,11.00,1,47
34773657,Adorable duplex located in East Nashville!,262214343,Karli,,District 7,36.20751,-86.72257,Entire home/apt,100,2,9,2019-11-11,1.57,1,3
34774715,FAMOUS MUSIC ROW- COMPLETE RENOVATION!,101426897,Host Extraordinaires,,District 19,36.15049,-86.79105,Entire home/apt,199,2,22,2019-11-04,4.00,122,338
34776332,Luxury on Rudolph I - 2.4 Miles To Downtown,193981098,Jamie,,District 6,36.1802,-86.73984,Entire home/apt,599,2,2,2019-07-14,0.42,4,358
34776448,"iHeart Niido! 1 BR, 2 Blks to Broadway! (sleeps 4)",20847547,Jeanine,,District 19,36.15552,-86.7745,Entire home/apt,136,2,32,2019-11-11,6.44,1,57
34777155,Downtown Apartment Steps from Broadway!,79556192,Blake,,District 19,36.15564,-86.77476,Entire home/apt,150,2,17,2019-10-26,2.87,1,0
34778918,NEW- THE Spot in Nashville,262246914,David,,District 19,36.16927,-86.80275,Entire home/apt,25,1,4,2019-06-05,0.69,1,0
34780245,"Music City Symphony, Sleeps 10",319913,Reservations,,District 20,36.15723,-86.87274,Entire home/apt,392,2,1,2019-10-13,0.77,44,334
34782167,"Music City Classic Rock, Great Location,Sleeps 10!",319913,Reservations,,District 20,36.15829,-86.87449,Entire home/apt,392,2,1,2019-09-29,0.57,44,353
34783256,"Cool Jazz, Sleeps 10, Best Location!",319913,Reservations,,District 20,36.15769,-86.87247,Entire home/apt,392,2,3,2019-09-15,0.73,44,353
34783767,"Music City Soul, Sleeps 10",319913,Reservations,,District 20,36.15891,-86.87413,Entire home/apt,359,2,8,2019-10-20,1.70,44,346
34806904,The Humble House - Walk to 12 South or Belmont,17089891,Tom,,District 18,36.12059,-86.79467,Private room,125,3,2,2019-06-02,0.32,1,0
34811466,Modern Home with Rooftop Views of the Skyline!,253680904,Amanda,,District 5,36.19614,-86.77249,Entire home/apt,149,1,13,2019-11-11,2.36,22,308
34812924,Luxe ★ DOWNTOWN ★ 1 bedroom - walk to Broadway,14141580,Brandon,,District 19,36.15373,-86.77652,Entire home/apt,149,1,24,2019-11-17,4.42,1,86
34813313,Upscale Woodbine Wonder - 10 Minutes to Downtown,106505883,TurnKey Vacation Rentals,,District 16,36.11217,-86.72701,Entire home/apt,121,2,1,2019-07-24,0.25,84,342
34814238,4BR/3BA Historic Cottage  (WestEnd/Vandy/Downtown),72385277,Larry,,District 18,36.14051,-86.81594,Entire home/apt,350,3,14,2019-11-10,2.36,1,266
34817227,Historic E. Nash Basement Studio-Mins to Downtown!,222387855,Olympus Property Management,,District 6,36.17468,-86.74765,Private room,108,2,6,2019-10-06,1.01,8,8
34817690,The Russell (2:4) Best Neighborhood. SUPERHOST,115218273,Anchor Rentals,,District 6,36.17455,-86.75632,Hotel room,240,1,6,2019-11-17,1.08,26,355
34818937,The Russell (2:8) -Superhost -5 star rating!!,115218273,Anchor Rentals,,District 6,36.17506,-86.75729,Hotel room,240,1,8,2019-07-23,1.45,26,356
34818990,The Russell (3:2) Superhost- One of a Kind Stay!,115218273,Anchor Rentals,,District 6,36.17332,-86.75594,Hotel room,250,1,7,2019-10-21,1.27,26,356
34835890,1BR/1BA Modern Apt 2BLOCKS to Broadway *SLEEPS 4*,248523582,Kellie,,District 19,36.15521,-86.77639,Entire home/apt,175,1,25,2019-11-16,4.19,1,168
34836871,Spacious Home with Large Backyard,138323811,Jaree,,District 20,36.16473,-86.87083,Entire home/apt,159,2,13,2019-11-11,2.19,1,174
34839427,MUSIC CITY MUSE - DOWNTOWN NASHVILLE!,253680904,Amanda,,District 17,36.14876,-86.76521,Entire home/apt,149,1,4,2019-10-13,0.73,22,90
34842257,Big Ole Time City Side Townhome!!,214115230,Brent,,District 19,36.15032,-86.72395,Entire home/apt,160,1,27,2019-11-03,4.66,9,176
34842310,Extra Vibes City Side!!!,214115230,Brent,,District 19,36.15176,-86.72413,Entire home/apt,150,1,28,2019-11-04,5.45,9,109
34855991,East Nashville Cute Convenient Private Bed & Bath,3341612,Christina,,District 5,36.19711,-86.77012,Private room,100,1,15,2019-10-27,2.53,1,76
34859751,Preston Place 007 - East Nashville Luxury Townhome,30962240,Xenos,,District 5,36.20345,-86.74501,Entire home/apt,250,2,3,2019-07-28,0.51,16,329
34864242,"Hip, Century-Old Home with a Patio in Woodbine",43038295,Caleb,,District 16,36.11881,-86.74016,Entire home/apt,102,3,13,2019-10-20,2.13,1,112
34868893,Downtown Nashville - Gulch with THE view!,92322876,Kimber,,District 19,36.15022,-86.78219,Entire home/apt,275,2,4,2019-09-02,0.67,1,0
34884873,3 BD 3.5 BA House W/Rooftop- Perfect For Groups!!,262961559,Sebastian,,District 8,36.21843,-86.74088,Entire home/apt,214,1,6,2019-11-17,3.00,2,143
34892378,"Chic, Southern Farmhouse in Nashville w/Backyard!",190105349,Elsie & Emma,,District 26,36.09741,-86.7462,Entire home/apt,169,1,20,2019-11-05,4.29,2,345
34892620,"Modern, Pink Charmer in Woodbine w/ Huge Backyard",190105349,Elsie & Emma,,District 26,36.09836,-86.74745,Entire home/apt,169,2,23,2019-11-10,4.93,2,344
34897904,Preston Place - Double Trouble - Sleeps 20 Guests,30962240,Xenos,,District 5,36.20337,-86.74319,Entire home/apt,500,2,9,2019-10-17,1.79,16,325
34900045,Modern 3 bedroom home in Downtown Nashville!,253680904,Amanda,,District 17,36.14867,-86.76492,Entire home/apt,174,1,5,2019-10-20,0.91,22,90
34900662,Cozy retreat blocks from Broadway & Gulch,69562152,Scot,,District 19,36.15539,-86.77643,Entire home/apt,500,1,16,2019-11-17,4.40,3,150
34901153,BEAUTIFUL VILLA ✦ MINS TO DOWNTOWN ✦ BRAND NEW,101426897,Host Extraordinaires,,District 17,36.12874,-86.7805,Entire home/apt,999,2,16,2019-11-03,2.79,122,263
34901755,Sleeps 20! 2 Side-by-Side 3/Bdr Townhomes,319913,Reservations,,District 20,36.15809,-86.87293,Entire home/apt,457,2,7,2019-10-06,1.81,44,335
34902765,"City in the Front, Country in the Back",178128415,Leta,,District 12,36.19475,-86.58005,Entire home/apt,150,2,31,2019-11-18,5.64,1,153
34903543,Sleeps 30! 3 Side-by-Side 3/Bdr Townhomes,319913,Reservations,,District 20,36.15662,-86.87396,Entire home/apt,914,2,2,2019-10-20,0.68,44,361
34906123,"Modern 1 Bedroom Apartment, Walk to Broadway!",44046019,Amanda,,District 19,36.15458,-86.77441,Entire home/apt,200,2,32,2019-11-08,5.36,1,67
34906207,City View Dream House,139135769,Cindy,,District 19,36.14763,-86.78197,Entire home/apt,699,2,3,2019-11-03,0.83,1,154
34906948,Studio near downtown Nashville.,250805751,Hailey,,District 12,36.1651,-86.59501,Entire home/apt,65,1,4,2019-07-05,0.74,1,0
34907758,A12) Gulch Home - Killer Rooftop - 16 Beds!!,132613025,Tyler,,District 17,36.14446,-86.78617,Entire home/apt,430,2,25,2019-11-11,4.60,37,271
34907947,Nobility in The Nations-BRAND NEW LISTING!!,96547066,Matt,,District 20,36.15945,-86.84936,Entire home/apt,9999,1,17,2019-11-04,3.09,5,23
34908096,"1 Bedroom Apt in West Meade, Nashville",739742,Lisa,,District 23,36.09071,-86.90226,Entire home/apt,70,1,31,2019-11-18,5.38,1,344
34909071,Historic East Nash Home 7 min 2 downtown Broadway,245370636,Dylan,,District 5,36.19265,-86.76328,Entire home/apt,124,2,9,2019-11-11,3.38,2,328
34933604,Studio - Blocks from Broadway and Bridgestone!,254350756,Kagee,,District 19,36.15388,-86.7759,Entire home/apt,199,1,41,2019-11-09,7.15,5,87
34934348,Spacious + Luxury Apt 1 Mile to Broadway (8 ppl)!,60934272,Travers,,District 6,36.17306,-86.76302,Entire home/apt,119,1,22,2019-11-03,4.13,25,334
34936222,Snuggle up!,263252914,Eboneé,,District 32,36.04488,-86.64984,Entire home/apt,50,1,9,2019-08-18,1.64,1,92
34938045,"Beautiful, light-filled new home in East-min to DT",19601344,Brett,,District 5,36.18345,-86.75807,Entire home/apt,450,2,16,2019-11-03,3.33,5,161
34938326,Nashville Getaway - in the heart of Downtown,263267764,Emily,,District 19,36.15563,-86.77425,Entire home/apt,199,2,19,2019-11-10,3.45,1,31
34939826,Brand New 2 Bedroom Suite - FieldHouse Jones Hotel,263277659,FieldHouse,,District 6,36.17494,-86.75753,Hotel room,500,1,0,,,8,364
34941152,"Historic Woodbine/Nashville, minutes to downtown!",262866215,Steven,,District 16,36.12007,-86.73767,Entire home/apt,199,2,16,2019-11-16,2.71,1,107
34941987,Cozy Hillsboro Condo,6601535,Gabby,,District 18,36.13591,-86.80001,Entire home/apt,298,1,2,2019-07-14,0.39,1,9
34943422,Library Quiet on Music Row - Free Luggage Storage,205597402,Mark,,District 17,36.13814,-86.7926,Entire home/apt,89,2,40,2019-11-15,6.70,8,26
34962040,Captain's Quarters Riverfront #3,119811037,James,,District 19,36.1754,-86.78064,Entire home/apt,114,2,35,2019-11-18,6.69,4,309
34963614,Family Home in Madison. 15 Mins from Nashville!!,262961559,Sebastian,,District 10,36.28198,-86.70562,Entire home/apt,149,1,25,2019-11-11,5.24,2,145
34966681,Germantown Gem Two Miles to Broadway/Downtown Nashville,263448485,Roxanne,,District 19,36.18293,-86.79345,Entire home/apt,249,2,17,2019-10-27,3.07,1,0
34968665,Hondo Loft - walk to broadway in minutes,1567559,Ryan,,District 19,36.15528,-86.77586,Entire home/apt,325,1,31,2019-11-16,5.78,1,149
34977490,The Russell (2:5) Superhost- 5 star Avg Rating!!,115218273,Anchor Rentals,,District 6,36.1737,-86.75736,Hotel room,230,1,3,2019-06-23,0.55,26,358
34979607,Warm Contemporary East Nashville Home,61028503,Michael,,District 5,36.1896,-86.75463,Entire home/apt,91,2,35,2019-11-07,8.02,1,29
34980522,Eastland Park Shabby Chic Retreat,24951878,Kaycee,,District 6,36.19199,-86.73941,Entire home/apt,250,2,2,2019-09-29,0.46,2,46
34981279,Eastland Park Shabby Chic Retreat,24951878,Kaycee,,District 7,36.19338,-86.73954,Private room,90,2,8,2019-10-13,1.52,2,47
34997063,BRAND NEW NASHVILLE LUXURY ROOFTOP DECK,115505661,Chris,,District 21,36.15642,-86.8212,Entire home/apt,299,2,23,2019-11-17,3.88,24,345
34997148,6000ft Award Winner - 12 Beds! Almost Downtown!,24758299,Gerry,,District 17,36.13213,-86.77722,Entire home/apt,700,3,8,2019-11-10,2.20,3,328
34997470,"Rooftop Townhome Walk to Music Row, Gulch, Belmont",122897400,Music City Vacation Homes,,District 17,36.13591,-86.78868,Entire home/apt,500,2,13,2019-11-10,2.85,17,363
34997605,Southern Stunners! Multiple Homes Near Downtown!,24758299,Gerry,,District 17,36.13239,-86.77984,Entire home/apt,975,3,3,2019-09-08,0.71,3,353
34998235,Townhouse with Rooftop | Walk to Belmont & 12South,122897400,Music City Vacation Homes,,District 17,36.13728,-86.78867,Entire home/apt,450,2,8,2019-11-10,1.75,17,359
34998748,Spectacular City Views in this Modern Rustic space,92657250,Patty,,District 2,36.19487,-86.77672,Entire home/apt,95,1,9,2019-11-18,5.09,2,156
35000088,Luxury Downtown Home with Rooftop Views,210157633,Cameron,,District 19,36.15445,-86.77435,Entire home/apt,120,2,25,2019-11-11,4.55,1,78
35002075,Twinning |Two Identical  Homes| Close to Broadway!,65528795,Shawn,,District 21,36.15485,-86.8249,Entire home/apt,499,3,5,2019-11-03,1.06,3,323
35002497,Southern Belle I - Minutes to Downtown!,65528795,Shawn,,District 21,36.15418,-86.82438,Entire home/apt,499,1,2,2019-09-09,0.36,3,315
35002753,Southern Belle II - Close to Broadway!,65528795,Shawn,,District 21,36.15288,-86.82378,Entire home/apt,499,1,5,2019-09-08,0.89,3,320
35003629,"Luxury Downtown Apartment, Rooftop, Pool & Parking",263709688,Jonathan,,District 19,36.15542,-86.77655,Entire home/apt,149,1,41,2019-11-13,7.78,1,26
35012877,MOE PLACE,24388060,Mohammed,,District 22,36.07393,-86.92992,Private room,48,1,40,2019-11-10,6.74,1,81
35014902,New home - 10 min from Broadway for solo traveler,184150,Fatima,,District 16,36.11718,-86.73859,Private room,50,2,6,2019-11-04,1.33,3,83
35034112,Beautiful Niido Loft w/ Pool & Walk to Broadway!,10259524,Brady,,District 19,36.15591,-86.77594,Entire home/apt,197,2,20,2019-11-18,3.66,2,103
35034733,Modern Music City Condo 8 mins from Downtown.,263913809,Ross,,District 17,36.13477,-86.75577,Entire home/apt,75,3,23,2019-11-10,4.23,1,141
35035129,Marvel at City Side!,214115230,Brent,,District 19,36.15116,-86.72373,Entire home/apt,200,1,40,2019-11-01,6.90,9,298
35035409,Best of Downtown Nashville!,64181221,Mary,,District 19,36.16333,-86.78289,Entire home/apt,249,1,45,2019-11-17,7.58,1,116
35035731,close to downtown,261633426,George L,,District 17,36.14458,-86.76045,Entire home/apt,149,1,26,2019-11-12,4.94,1,143
35035820,!!NASHVILLE SOUL STUDIO!! LIVE MUSIC AND FUN!!,173990198,Niecey And Nick,,District 19,36.16881,-86.7841,Entire home/apt,59,1,48,2019-11-09,8.32,13,26
35036942,The Russell (1:4) Superhost- Best Neighborhood!!,115218273,Anchor Rentals,,District 6,36.17507,-86.75601,Hotel room,235,1,1,2019-06-08,0.18,26,357
35038042,"Nashville, Baby!",31044449,Katy,,District 2,36.20887,-86.78545,Entire home/apt,135,2,17,2019-11-11,3.09,1,75
